11AM	1-6-3	3/6/2019	558
11AM	0-8-7	3/7/2019	98
11AM	3-8-4	3/8/2019	196
11AM	6-2-8	3/9/2019	390
11AM	7-2-4	3/10/2019	361
11AM	6-2-4	3/11/2019	363
11AM	6-5-7	3/12/2019	138
11AM	6-8-3	3/13/2019	108
11AM	6-7-1	3/14/2019	209
11AM	0-4-1	3/15/2019	53
11AM	2-5-9	3/16/2019	169
11AM	9-2-1	3/17/2019	201
11AM	3-7-9	3/18/2019	282
11AM	7-4-2	3/19/2019	140
11AM	2-5-7	3/20/2019	435
11AM	2-2-7	3/21/2019	466
11AM	5-8-1	3/22/2019	274
11AM	2-3-4	3/23/2019	126
11AM	7-0-2	3/24/2019	154
11AM	9-6-8	3/25/2019	122
11AM	3-5-7	3/26/2019	415
11AM	6-2-7	3/27/2019	312
11AM	6-0-6	3/28/2019	140
11AM	7-6-8	3/29/2019	111
11AM	1-5-9	3/30/2019	248
11AM	4-8-7	3/31/2019	580
11AM	8-8-6	4/1/2019	225
11AM	1-0-7	4/2/2019	195
11AM	0-1-5	4/3/2019	180
11AM	1-0-4	4/4/2019	602
11AM	1-3-8	4/5/2019	386
11AM	9-9-7	4/6/2019	105
11AM	6-2-3	4/7/2019	254
11AM	6-2-7	4/8/2019	155
11AM	8-3-7	4/9/2019	117
11AM	5-2-4	4/10/2019	290
11AM	8-9-0	4/11/2019	214
11AM	7-4-1	4/12/2019	463
11AM	9-0-7	4/13/2019	228
11AM	5-1-5	4/14/2019	231
11AM	2-7-2	4/15/2019	191
11AM	0-6-4	4/16/2019	108
11AM	8-6-3	4/17/2019	206
11AM	1-7-9	4/22/2019	299
11AM	0-0-6	4/23/2019	82
11AM	3-9-3	4/24/2019	88
11AM	1-7-6	4/25/2019	131
11AM	1-6-2	4/26/2019	265
11AM	4-9-5	4/27/2019	308
11AM	6-9-0	4/28/2019	90
11AM	2-6-1	4/29/2019	108
11AM	2-4-3	4/30/2019	93
11AM	8-5-3	5/1/2019	248
11AM	9-6-7	5/2/2019	142
11AM	8-7-8	5/3/2019	123
11AM	7-2-5	5/4/2019	343
11AM	2-5-1	5/5/2019	328
11AM	3-0-7	5/6/2019	242
11AM	5-2-6	5/7/2019	349
11AM	5-7-4	5/8/2019	148
11AM	4-6-9	5/9/2019	147
11AM	1-8-5	5/10/2019	306
11AM	0-6-2	5/11/2019	90
11AM	2-2-3	5/12/2019	350
11AM	2-4-7	5/13/2019	202
11AM	4-2-7	5/14/2019	239
11AM	1-0-3	5/15/2019	439
11AM	6-0-7	5/16/2019	125
11AM	7-6-4	5/17/2019	140
11AM	0-0-4	5/18/2019	61
11AM	1-3-0	5/19/2019	241
11AM	3-8-9	5/20/2019	151
11AM	5-4-0	5/21/2019	142
11AM	8-4-3	5/22/2019	69
11AM	4-8-5	5/23/2019	168
11AM	8-7-7	5/24/2019	118
11AM	7-3-4	5/25/2019	308
11AM	0-3-0	5/26/2019	80
11AM	5-1-4	5/27/2019	246
11AM	4-6-9	5/28/2019	83
11AM	3-6-9	5/29/2019	464
11AM	4-7-1	5/30/2019	267
11AM	5-5-2	5/31/2019	306
11AM	1-5-2	6/1/2019	263
11AM	3-7-8	6/2/2019	150
11AM	0-7-6	6/3/2019	35
11AM	8-8-6	6/4/2019	83
11AM	2-5-5	6/5/2019	593
11AM	7-2-6	6/6/2019	267
11AM	2-9-2	6/7/2019	82
11AM	1-7-8	6/8/2019	234
11AM	0-7-0	6/9/2019	90
11AM	5-7-4	6/10/2019	150
11AM	0-4-9	6/11/2019	114
11AM	3-4-9	6/12/2019	272
11AM	1-3-4	6/13/2019	303
11AM	6-1-5	6/14/2019	665
11AM	7-5-4	6/15/2019	115
11AM	8-4-9	6/16/2019	154
11AM	6-6-4	6/17/2019	101
11AM	7-9-2	6/18/2019	75
11AM	3-8-1	6/19/2019	207
11AM	1-8-8	6/20/2019	264
11AM	3-0-5	6/21/2019	305
11AM	8-6-1	6/22/2019	209
11AM	3-6-4	6/23/2019	80
11AM	1-9-9	6/24/2019	185
11AM	9-6-6	6/25/2019	196
11AM	8-0-7	6/26/2019	175
11AM	5-2-0	6/27/2019	295
11AM	8-9-3	6/28/2019	61
11AM	1-9-4	6/29/2019	140
11AM	7-5-6	6/30/2019	143
11AM	1-8-9	7/1/2019	154
11AM	1-5-8	7/2/2019	226
11AM	3-4-9	7/3/2019	164
11AM	4-2-4	7/4/2019	285
11AM	5-0-1	7/5/2019	351
11AM	7-8-0	7/6/2019	130
11AM	4-2-8	7/7/2019	150
11AM	2-5-9	7/8/2019	173
11AM	1-3-1	7/9/2019	337
11AM	1-7-9	7/10/2019	290
11AM	2-5-4	7/11/2019	157
11AM	8-7-5	7/12/2019	78
11AM	8-0-4	7/13/2019	253
11AM	1-5-7	7/14/2019	351
11AM	4-3-8	7/15/2019	96
11AM	0-9-7	7/16/2019	80
11AM	5-6-4	7/17/2019	160
11AM	1-1-8	7/18/2019	475
11AM	4-2-7	7/19/2019	207
11AM	7-6-0	7/20/2019	162
11AM	8-4-4	7/21/2019	170
11AM	2-4-1	7/22/2019	185
11AM	3-0-4	7/23/2019	400
11AM	2-1-7	7/24/2019	203
11AM	2-4-8	7/25/2019	182
11AM	1-5-6	7/26/2019	232
11AM	4-4-4	7/27/2019	75
11AM	7-4-8	7/28/2019	0
11AM	6-2-3	7/29/2019	0
11AM	2-1-9	7/30/2019	0
11AM	9-3-8	7/31/2019	0
11AM	2-3-4	8/1/2019	271
11AM	8-4-1	8/2/2019	680
11AM	6-8-2	8/3/2019	483
11AM	8-2-7	8/4/2019	1116
11AM	5-6-3	8/5/2019	904
11AM	4-8-7	8/6/2019	726
11AM	7-1-1	8/7/2019	1120
11AM	8-1-4	8/8/2019	1117
11AM	2-3-2	8/9/2019	592
11AM	7-0-1	8/10/2019	779
11AM	1-5-0	8/11/2019	1120
11AM	8-8-0	8/12/2019	777
11AM	9-7-0	8/13/2019	277
11AM	5-0-4	8/14/2019	845
11AM	2-8-0	8/15/2019	682
11AM	0-2-2	8/16/2019	849
11AM	3-0-1	8/17/2019	1005
11AM	2-7-3	8/18/2019	583
11AM	3-2-1	8/19/2019	1118
11AM	4-7-5	8/20/2019	607
11AM	8-0-7	8/21/2019	658
11AM	4-6-5	8/22/2019	605
11AM	7-9-5	8/23/2019	334
11AM	2-2-1	8/24/2019	893
11AM	0-8-2	8/25/2019	281
11AM	7-5-1	8/26/2019	467
11AM	4-4-1	8/27/2019	530
11AM	0-1-4	8/28/2019	532
11AM	1-3-4	8/29/2019	642
11AM	6-4-3	8/30/2019	675
11AM	4-0-3	8/31/2019	709
11AM	5-5-9	9/1/2019	330
11AM	6-5-0	9/2/2019	476
11AM	2-8-5	9/3/2019	540
11AM	4-3-6	9/4/2019	401
11AM	8-2-4	9/5/2019	956
11AM	4-0-1	9/6/2019	309
11AM	4-2-8	9/7/2019	508
11AM	7-0-5	9/8/2019	529
11AM	0-0-2	9/9/2019	295
11AM	2-2-1	9/10/2019	1120
11AM	9-0-5	9/11/2019	399
11AM	8-1-1	9/12/2019	359
11AM	7-5-8	9/13/2019	242
11AM	5-8-7	9/14/2019	136
11AM	5-8-7	9/14/2019	136
11AM	3-7-6	9/15/2019	607
11AM	1-3-9	9/16/2019	658
11AM	1-8-0	9/17/2019	665
11AM	1-5-9	9/18/2019	686
11AM	3-0-5	9/19/2019	567
11AM	3-8-7	9/20/2019	263
11AM	3-7-6	9/21/2019	205
11AM	4-7-9	9/22/2019	284
11AM	0-3-4	9/23/2019	196
11AM	0-9-1	9/24/2019	236
11AM	4-7-8	9/25/2019	452
11AM	1-0-3	9/26/2019	1118
11AM	8-5-7	9/27/2019	269
11AM	9-5-1	9/28/2019	176
11AM	1-1-9	9/29/2019	521
11AM	5-2-6	9/30/2019	438
11AM	4-6-7	10/1/2019	219
11AM	5-3-9	10/2/2019	354
11AM	5-4-8	10/3/2019	214
11AM	6-2-4	10/4/2019	743
11AM	2-1-4	10/5/2019	954
11AM	9-3-1	10/6/2019	158
11AM	5-8-8	10/7/2019	417
11AM	4-7-5	10/8/2019	332
11AM	3-8-6	10/10/2019	444
11AM	3-4-6	10/9/2019	354
11AM	1-5-4	10/11/2019	605
11AM	3-4-6	10/12/2019	143
11AM	4-3-1	10/13/2019	333
11AM	4-7-6	10/14/2019	224
11AM	6-1-3	10/15/2019	972
11AM	5-3-1	10/16/2019	340
11AM	3-9-9	10/17/2019	142
11AM	2-6-8	10/18/2019	435
11AM	2-4-7	10/19/2019	312
11AM	5-6-4	10/20/2019	237
11AM	9-4-1	10/21/2019	207
11AM	9-2-1	10/22/2019	952
11AM	0-3-7	10/23/2019	256
11AM	9-3-2	10/24/2019	346
11AM	0-1-3	10/25/2019	296
11AM	0-1-3	10/25/2019	296
11AM	2-5-5	10/26/2019	333
11AM	9-0-6	10/27/2019	272
11AM	2-9-9	10/28/2019	546
11AM	2-5-9	10/29/2019	564
11AM	4-7-1	10/30/2019	520
11AM	7-0-4	10/31/2019	579
11AM	2-4-4	11/1/2019	402
11AM	5-3-2	11/2/2019	586
11AM	5-0-4	11/3/2019	239
11AM	2-1-9	11/4/2019	261
11AM	4-3-9	11/5/2019	381
11AM	1-6-7	11/6/2019	484
11AM	5-7-8	11/7/2019	247
11AM	5-1-3	11/8/2019	566
11AM	0-1-7	11/9/2019	370
11AM	7-8-8	11/10/2019	175
11AM	9-6-7	11/11/2019	213
11AM	7-9-7	11/12/2019	256
11AM	9-4-6	11/13/2019	168
11AM	7-2-6	11/14/2019	386
11AM	8-9-2	11/15/2019	238
11AM	3-1-0	11/16/2019	443
11AM	8-4-6	11/17/2019	351
11AM	9-6-3	11/18/2019	169
11AM	4-5-2	11/19/2019	278
11AM	1-4-6	11/20/2019	425
11AM	9-0-6	11/21/2019	132
11AM	1-5-9	11/22/2019	533
11AM	1-5-2	11/23/2019	357
11AM	1-8-0	11/24/2019	359
11AM	6-1-2	11/25/2019	275
11AM	6-4-2	11/26/2019	399
11AM	5-4-1	11/27/2019	381
11AM	7-4-3	11/28/2019	163
11AM	7-3-6	11/29/2019	285
11AM	9-6-9	11/30/2019	144
11AM	7-4-9	12/1/2019	260
11AM	5-3-2	12/2/2019	220
11AM	2-1-8	12/3/2019	433
11AM	9-8-4	12/4/2019	75
11AM	4-0-6	12/5/2019	163
11AM	1-7-8	12/6/2019	401
11AM	1-8-3	12/7/2019	372
11AM	6-1-0	12/8/2019	279
11AM	5-3-9	12/9/2019	314
11AM	2-4-3	12/10/2019	112
11AM	0-4-2	12/11/2019	191
11AM	5-6-1	12/12/2019	242
11AM	3-6-0	12/13/2019	364
11AM	8-0-7	12/14/2019	316
11AM	9-8-9	12/15/2019	241
11AM	0-7-1	12/16/2019	101
11AM	6-1-7	12/17/2019	491
11AM	0-7-9	12/18/2019	149
11AM	6-7-1	12/19/2019	110
11AM	1-6-2	12/20/2019	324
11AM	7-6-6	12/21/2019	177
11AM	1-2-7	12/22/2019	539
11AM	1-0-3	12/23/2019	730
11AM	0-8-3	12/24/2019	259
11AM	2-5-7	12/26/2019	298
11AM	0-9-4	12/27/2019	61
11AM	3-9-0	12/28/2019	191
11AM	9-9-2	12/29/2019	180
11AM	7-3-0	12/30/2019	340
11AM	4-8-4	12/31/2019	358
4PM	2-4-5	1/2/2019	297
4PM	2-4-9	1/3/2019	248
4PM	3-7-1	1/4/2019	212
4PM	5-7-5	1/5/2019	264
4PM	7-0-6	1/6/2019	152
4PM	4-5-0	1/7/2019	253
4PM	1-3-9	1/8/2019	599
4PM	5-4-4	1/9/2019	214
4PM	2-9-4	1/10/2019	123
4PM	6-7-4	1/11/2019	101
4PM	9-4-3	1/12/2019	326
4PM	6-8-2	1/13/2019	257
4PM	5-1-8	1/14/2019	744
4PM	6-6-7	1/15/2019	154
4PM	9-6-7	1/16/2019	357
4PM	8-3-5	1/17/2019	143
4PM	8-0-4	1/18/2019	160
4PM	8-7-4	1/19/2019	270
4PM	2-8-8	1/21/2019	338
4PM	8-0-4	1/20/2019	87
4PM	8-2-0	1/22/2019	339
4PM	3-5-5	1/23/2019	227
4PM	6-8-7	1/24/2019	56
4PM	9-5-3	1/25/2019	195
4PM	6-7-3	1/26/2019	243
4PM	4-5-1	1/27/2019	229
4PM	4-2-4	1/28/2019	350
4PM	9-5-4	1/29/2019	210
4PM	2-5-3	1/31/2019	353
4PM	3-7-6	1/30/2019	180
4PM	6-4-2	2/1/2019	210
4PM	6-9-8	2/2/2019	159
4PM	3-9-0	2/3/2019	198
4PM	0-4-9	2/4/2019	152
4PM	1-9-6	2/5/2019	192
4PM	8-0-8	2/6/2019	436
4PM	2-8-0	2/7/2019	220
4PM	5-5-5	2/8/2019	885
4PM	3-4-1	2/9/2019	553
4PM	2-2-9	2/10/2019	337
4PM	9-9-5	2/11/2019	145
4PM	0-4-1	2/12/2019	132
4PM	0-7-6	2/13/2019	60
4PM	4-4-4	2/14/2019	998
4PM	5-3-5	2/15/2019	243
4PM	9-7-1	2/16/2019	112
4PM	9-3-4	2/17/2019	176
4PM	4-6-8	2/18/2019	231
4PM	8-3-1	2/19/2019	309
4PM	3-3-2	2/20/2019	351
4PM	0-8-3	2/21/2019	178
4PM	0-5-7	2/22/2019	123
4PM	1-2-1	2/23/2019	270
4PM	1-1-2	2/24/2019	349
4PM	7-5-3	2/25/2019	328
4PM	9-5-6	2/26/2019	93
4PM	4-0-8	2/27/2019	225
4PM	7-8-8	2/28/2019	419
4PM	1-0-2	3/1/2019	673
4PM	3-6-8	3/2/2019	188
4PM	4-0-1	3/3/2019	221
4PM	5-4-6	3/4/2019	173
4PM	3-3-2	3/5/2019	148
4PM	1-5-4	3/6/2019	234
4PM	0-0-8	3/7/2019	346
4PM	7-2-6	3/8/2019	241
4PM	1-9-2	3/9/2019	326
4PM	4-2-1	3/10/2019	542
4PM	6-3-8	3/11/2019	183
4PM	9-1-8	3/12/2019	409
4PM	5-5-4	3/13/2019	103
4PM	2-7-6	3/14/2019	112
4PM	5-5-7	3/15/2019	223
4PM	5-5-6	3/16/2019	288
4PM	5-2-8	3/17/2019	187
4PM	7-1-0	3/18/2019	351
4PM	4-7-9	3/19/2019	425
4PM	4-8-1	3/20/2019	272
4PM	8-7-6	3/21/2019	144
4PM	1-5-4	3/22/2019	228
4PM	1-0-6	3/23/2019	260
4PM	9-0-5	3/24/2019	217
4PM	9-2-7	3/25/2019	398
4PM	3-9-3	3/26/2019	96
4PM	2-6-3	3/27/2019	252
4PM	1-8-1	3/28/2019	172
4PM	1-2-1	3/29/2019	343
4PM	2-9-9	3/30/2019	221
4PM	9-5-5	3/31/2019	105
4PM	8-3-3	4/1/2019	120
4PM	5-0-7	4/2/2019	204
4PM	0-5-4	4/3/2019	148
4PM	1-8-9	4/4/2019	155
4PM	1-0-0	4/5/2019	1073
4PM	8-5-4	4/6/2019	103
4PM	3-3-8	4/7/2019	84
4PM	0-1-3	4/8/2019	215
4PM	1-7-3	4/9/2019	230
4PM	0-8-7	4/10/2019	131
4PM	0-4-6	4/11/2019	121
4PM	3-1-0	4/12/2019	217
4PM	8-2-6	4/13/2019	172
4PM	3-3-5	4/14/2019	198
4PM	5-7-0	4/15/2019	107
4PM	2-1-4	4/16/2019	435
4PM	5-4-0	4/17/2019	149
4PM	8-9-7	4/22/2019	233
4PM	3-6-3	4/23/2019	183
4PM	0-8-7	4/24/2019	71
4PM	6-1-3	4/25/2019	371
4PM	3-5-6	4/26/2019	129
4PM	2-8-8	4/27/2019	196
4PM	4-6-2	4/28/2019	143
4PM	0-3-6	4/29/2019	135
4PM	2-9-4	4/30/2019	215
4PM	1-1-0	5/1/2019	667
4PM	6-0-4	5/2/2019	113
4PM	7-1-6	5/3/2019	170
4PM	4-9-0	5/4/2019	113
4PM	1-9-0	5/5/2019	147
4PM	9-7-5	5/6/2019	181
4PM	3-9-1	5/7/2019	127
4PM	4-0-7	5/8/2019	281
4PM	9-3-2	5/9/2019	250
4PM	9-1-6	5/10/2019	256
4PM	4-4-6	5/11/2019	148
4PM	4-9-1	5/12/2019	118
4PM	5-2-3	5/13/2019	432
4PM	3-7-7	5/14/2019	207
4PM	5-6-1	5/15/2019	257
4PM	5-2-4	5/16/2019	365
4PM	9-1-4	5/17/2019	182
4PM	5-8-4	5/18/2019	160
4PM	9-1-3	5/19/2019	269
4PM	6-7-5	5/20/2019	66
4PM	5-4-8	5/21/2019	262
4PM	7-7-5	5/22/2019	122
4PM	7-1-8	5/23/2019	346
4PM	2-6-7	5/24/2019	166
4PM	0-2-5	5/25/2019	206
4PM	7-2-1	5/26/2019	239
4PM	3-5-0	5/27/2019	321
4PM	1-3-9	5/28/2019	129
4PM	7-0-2	5/29/2019	165
4PM	9-2-2	5/30/2019	140
4PM	9-8-6	5/31/2019	114
4PM	5-9-8	6/1/2019	173
4PM	7-2-4	6/2/2019	257
4PM	7-3-1	6/3/2019	280
4PM	8-5-6	6/4/2019	171
4PM	4-4-6	6/5/2019	91
4PM	7-2-4	6/6/2019	353
4PM	0-8-4	6/7/2019	54
4PM	1-6-2	6/8/2019	140
4PM	3-5-9	6/9/2019	192
4PM	6-6-1	6/10/2019	154
4PM	0-4-8	6/11/2019	189
4PM	9-2-7	6/12/2019	214
4PM	4-9-1	6/13/2019	92
4PM	5-1-2	6/14/2019	323
4PM	5-0-2	6/15/2019	640
4PM	3-0-3	6/16/2019	206
4PM	2-0-1	6/17/2019	377
4PM	6-9-4	6/18/2019	82
4PM	8-2-6	6/19/2019	190
4PM	4-8-9	6/20/2019	95
4PM	1-1-4	6/21/2019	449
4PM	1-1-6	6/22/2019	671
4PM	5-1-8	6/23/2019	304
4PM	7-0-7	6/24/2019	180
4PM	6-5-3	6/25/2019	262
4PM	6-7-0	6/26/2019	110
4PM	4-6-7	6/27/2019	104
4PM	6-9-1	6/28/2019	71
4PM	4-7-2	6/29/2019	170
4PM	8-5-4	6/30/2019	150
4PM	3-0-3	7/1/2019	119
4PM	9-9-6	7/2/2019	84
4PM	3-5-2	7/3/2019	175
4PM	7-8-1	7/4/2019	131
4PM	1-2-1	7/5/2019	847
4PM	4-2-2	7/6/2019	296
4PM	0-4-4	7/7/2019	118
4PM	8-4-5	7/8/2019	130
4PM	0-7-9	7/9/2019	177
4PM	2-2-3	7/10/2019	159
4PM	5-1-5	7/11/2019	241
4PM	8-1-8	7/12/2019	291
4PM	2-8-2	7/13/2019	253
4PM	0-6-4	7/14/2019	72
4PM	3-9-3	7/15/2019	149
4PM	0-0-1	7/16/2019	267
4PM	6-4-4	7/17/2019	184
4PM	5-0-7	7/18/2019	306
4PM	6-4-1	7/19/2019	262
4PM	0-7-5	7/20/2019	100
4PM	0-7-3	7/21/2019	63
4PM	7-5-9	7/22/2019	196
4PM	5-8-2	7/23/2019	169
4PM	1-7-8	7/24/2019	221
4PM	1-8-4	7/25/2019	149
4PM	9-2-9	7/26/2019	196
4PM	0-8-2	7/27/2019	2
4PM	9-9-3	7/28/2019	0
4PM	7-0-5	7/29/2019	0
4PM	4-7-5	7/30/2019	0
4PM	6-2-6	7/31/2019	130
4PM	6-4-0	8/1/2019	188
4PM	7-8-7	8/2/2019	303
4PM	7-2-0	8/3/2019	559
4PM	5-3-1	8/4/2019	831
4PM	1-9-4	8/5/2019	467
4PM	5-3-6	8/6/2019	221
4PM	9-5-8	8/7/2019	531
4PM	1-7-4	8/8/2019	944
4PM	7-6-9	8/9/2019	477
4PM	9-8-2	8/10/2019	468
4PM	4-0-1	8/11/2019	913
4PM	7-8-0	8/12/2019	904
4PM	5-2-3	8/13/2019	598
4PM	8-8-1	8/14/2019	563
4PM	3-7-1	8/15/2019	546
4PM	9-0-5	8/16/2019	545
4PM	9-5-8	8/17/2019	143
4PM	7-2-6	8/18/2019	761
4PM	1-8-8	8/19/2019	353
4PM	4-2-3	8/20/2019	356
4PM	3-6-9	8/21/2019	965
4PM	5-6-6	8/22/2019	683
4PM	2-4-1	8/23/2019	547
4PM	0-8-1	8/24/2019	661
4PM	0-8-6	8/25/2019	403
4PM	1-3-2	8/26/2019	366
4PM	3-9-6	8/27/2019	351
4PM	1-6-0	8/28/2019	810
4PM	8-3-4	8/29/2019	607
4PM	2-5-4	8/30/2019	518
4PM	2-9-6	8/31/2019	317
4PM	9-4-9	9/1/2019	382
4PM	2-6-1	9/2/2019	308
4PM	9-1-5	9/3/2019	545
4PM	8-8-3	9/4/2019	115
4PM	2-9-2	9/5/2019	153
4PM	4-2-6	9/6/2019	555
4PM	3-2-9	9/7/2019	570
4PM	7-9-4	9/8/2019	352
4PM	5-8-6	9/9/2019	216
4PM	5-4-5	9/10/2019	274
4PM	7-6-4	9/11/2019	358
4PM	1-1-9	9/12/2019	1118
4PM	9-3-0	9/13/2019	763
4PM	8-9-4	9/14/2019	250
4PM	8-9-4	9/14/2019	250
4PM	3-6-9	9/15/2019	868
4PM	8-2-1	9/16/2019	752
4PM	5-9-2	9/17/2019	311
4PM	5-4-8	9/18/2019	330
4PM	7-0-5	9/19/2019	474
4PM	7-1-7	9/20/2019	577
4PM	6-8-5	9/21/2019	310
4PM	7-2-0	9/22/2019	418
4PM	5-3-7	9/23/2019	303
4PM	3-2-1	9/24/2019	370
4PM	5-4-7	9/25/2019	525
4PM	3-3-3	9/26/2019	920
4PM	4-7-5	9/27/2019	325
4PM	6-7-1	9/28/2019	242
4PM	3-7-7	9/29/2019	202
4PM	9-3-1	9/30/2019	297
4PM	1-0-3	10/1/2019	892
4PM	5-4-5	10/2/2019	142
4PM	4-8-4	10/3/2019	590
4PM	6-4-2	10/4/2019	198
4PM	4-8-3	10/5/2019	150
4PM	3-8-8	10/6/2019	201
4PM	4-8-3	10/7/2019	116
4PM	3-4-4	10/8/2019	387
4PM	0-4-1	10/10/2019	140
4PM	9-2-3	10/9/2019	526
4PM	7-9-9	10/11/2019	137
4PM	3-8-6	10/12/2019	344
4PM	1-8-4	10/13/2019	331
4PM	1-3-5	10/14/2019	417
4PM	6-1-2	10/15/2019	602
4PM	3-3-2	10/16/2019	234
4PM	3-7-5	10/17/2019	451
4PM	6-7-8	10/18/2019	273
4PM	7-2-1	10/19/2019	553
4PM	1-4-4	10/20/2019	229
4PM	7-4-1	10/21/2019	822
4PM	5-8-5	10/22/2019	195
4PM	1-6-0	10/23/2019	382
4PM	2-2-6	10/24/2019	385
4PM	4-9-0	10/25/2019	105
4PM	4-9-0	10/25/2019	105
4PM	2-1-9	10/26/2019	470
4PM	2-2-9	10/27/2019	730
4PM	8-7-9	10/28/2019	482
4PM	0-5-9	10/29/2019	288
4PM	9-6-4	10/30/2019	243
4PM	4-6-5	10/31/2019	218
4PM	4-8-5	11/1/2019	211
4PM	2-7-7	11/2/2019	263
4PM	8-2-1	11/3/2019	152
4PM	7-0-4	11/4/2019	140
4PM	7-6-7	11/5/2019	184
4PM	1-6-7	11/6/2019	184
4PM	3-5-8	11/7/2019	489
4PM	6-8-9	11/8/2019	606
4PM	9-4-4	11/9/2019	197
4PM	6-9-6	11/10/2019	326
4PM	3-8-3	11/11/2019	129
4PM	1-2-4	11/12/2019	635
4PM	5-5-7	11/13/2019	185
4PM	0-4-6	11/14/2019	151
4PM	4-8-4	11/15/2019	148
4PM	4-5-6	11/16/2019	102
4PM	7-7-3	11/17/2019	141
4PM	7-8-5	11/18/2019	129
4PM	7-6-2	11/19/2019	135
4PM	5-1-0	11/20/2019	538
4PM	3-6-4	11/21/2019	194
4PM	8-8-1	11/22/2019	146
4PM	1-9-1	11/23/2019	333
4PM	7-9-6	11/24/2019	71
4PM	1-4-2	11/25/2019	322
4PM	1-2-1	11/26/2019	725
4PM	8-1-8	11/27/2019	305
4PM	5-2-7	11/28/2019	396
4PM	2-9-4	11/29/2019	223
4PM	0-9-4	11/30/2019	78
4PM	1-6-5	12/1/2019	513
4PM	5-9-0	12/2/2019	148
4PM	9-7-6	12/3/2019	164
4PM	1-6-1	12/4/2019	351
4PM	5-4-2	12/5/2019	261
4PM	2-4-1	12/6/2019	242
4PM	3-2-3	12/7/2019	311
4PM	5-1-0	12/8/2019	302
4PM	0-7-3	12/9/2019	47
4PM	4-6-4	12/10/2019	221
4PM	0-6-8	12/11/2019	164
4PM	8-6-8	12/12/2019	244
4PM	7-5-0	12/13/2019	315
4PM	2-3-3	12/14/2019	139
4PM	4-4-6	12/15/2019	177
4PM	6-4-9	12/16/2019	279
4PM	8-5-9	12/17/2019	192
4PM	1-5-3	12/18/2019	271
4PM	9-6-1	12/19/2019	345
4PM	8-3-0	12/20/2019	488
4PM	4-8-0	12/21/2019	264
4PM	1-7-1	12/22/2019	872
4PM	0-3-3	12/23/2019	352
4PM	2-2-2	12/24/2019	916
4PM	0-9-2	12/26/2019	82
4PM	4-7-6	12/27/2019	229
4PM	7-5-7	12/28/2019	258
4PM	2-1-8	12/29/2019	469
4PM	7-1-8	12/30/2019	422
4PM	7-4-5	12/31/2019	386
9PM	2-2-0	1/2/2019	557
9PM	9-6-9	1/3/2019	151
9PM	0-1-9	1/4/2019	1149
9PM	5-5-4	1/5/2019	350
9PM	0-0-4	1/6/2019	107
9PM	4-0-5	1/7/2019	295
9PM	1-6-7	1/8/2019	307
9PM	4-1-9	1/9/2019	700
9PM	6-5-0	1/10/2019	312
9PM	7-0-3	1/11/2019	380
9PM	0-2-0	1/12/2019	285
9PM	3-8-5	1/13/2019	292
9PM	2-8-7	1/14/2019	400
9PM	9-6-0	1/15/2019	279
